date,is_weekend,is_holiday,event,promo,prev_qty,avg7_qty,food_qty,drink_qty,daily_qty,cold_qty,beauty_qty,avg7_food_qty,avg7_drink_qty,avg7_daily_qty,avg7_cold_qty,avg7_beauty_qty,top_sku_ratio,heavy_item_ratio,cold_chain_ratio,outbound_qty
2022-08-06,1,0,0,0,361,417.4,105,76,51,69,41,119,95.7,79.9,71.7,51.1,0.174,0.172,0.176,342
2022-08-07,1,0,0,0,342,408.1,108,83,67,64,30,117.1,93.1,77.3,70.4,50.1,0.221,0.155,0.202,352
2022-08-08,0,0,0,0,352,399.3,105,91,80,76,48,114.7,90.4,77.3,68,48.9,0.188,0.178,0.135,400
2022-08-09,0,0,0,1,400,388.3,144,103,104,73,58,110.1,89.4,75.7,68.1,44.9,0.183,0.181,0.114,482
2022-08-10,0,0,0,0,482,393.4,135,130,89,81,54,112.4,90,78,68.1,44.9,0.166,0.188,0.194,489
2022-08-11,0,0,0,1,489,404.7,155,118,98,87,67,115.7,94.6,78.4,70,46,0.195,0.202,0.12,525
2022-08-12,0,0,0,1,525,421.6,159,127,100,102,65,121.6,98.1,81.1,73.3,47.4,0.185,0.208,0.138,553
2022-08-13,1,0,0,1,553,449,158,90,79,122,41,130.1,104,84.1,78.9,51.9,0.225,0.179,0.13,490
2022-08-14,1,0,0,0,490,470.1,110,77,59,79,28,137.7,106,88.1,86.4,51.9,0.153,0.199,0.187,353
2022-08-15,0,0,0,0,353,470.3,126,116,103,77,61,138,105.1,87,88.6,51.6,0.231,0.228,0.151,483
2022-08-16,0,0,0,0,483,482.1,134,95,103,84,62,141,108.7,90.3,88.7,53.4,0.23,0.177,0.185,478
2022-08-17,0,0,0,0,478,481.6,124,115,90,83,57,139.6,107.6,90.1,90.3,54,0.176,0.182,0.143,469
2022-08-18,0,0,0,1,469,478.7,133,114,99,76,62,138,105.4,90.3,90.6,54.4,0.201,0.195,0.182,484
2022-08-19,0,0,0,0,484,472.9,132,102,96,86,49,134.9,104.9,90.4,89,53.7,0.209,0.169,0.168,465
2022-08-20,1,0,0,0,465,460.3,123,96,65,99,37,131,101.3,89.9,86.7,51.4,0.23,0.186,0.215,420
2022-08-21,1,0,0,0,420,450.3,117,78,62,76,34,126,102.1,87.9,83.4,50.9,0.228,0.163,0.168,367
2022-08-22,0,0,0,0,367,452.3,124,108,88,90,59,127,102.3,88.3,83,51.7,0.161,0.179,0.181,469
2022-08-23,0,0,0,0,469,450.3,124,95,83,69,55,126.7,101.1,86.1,84.9,51.4,0.189,0.179,0.188,426
2022-08-24,0,0,0,0,426,442.9,119,98,101,77,47,125.3,101.1,83.3,82.7,50.4,0.209,0.202,0.168,442
2022-08-25,0,0,0,0,442,439,127,100,85,79,52,124.6,98.7,84.9,81.9,49,0.176,0.168,0.174,443
2022-08-26,0,0,0,0,443,433.1,119,103,102,80,46,123.7,96.7,82.9,82.3,47.6,0.174,0.2,0.148,450
2022-08-27,1,0,0,0,450,431,112,78,70,85,26,121.9,96.9,83.7,81.4,47.1,0.163,0.175,0.139,371
2022-08-28,1,0,0,1,371,424,127,95,70,82,36,120.3,94.3,84.4,79.4,45.6,0.173,0.204,0.236,410
2022-08-29,0,0,0,0,410,430.1,123,111,96,89,50,121.7,96.7,85.6,80.3,45.9,0.192,0.201,0.176,469
2022-08-30,0,0,0,0,469,430.1,115,104,85,69,56,121.6,97.1,86.7,80.1,44.6,0.228,0.189,0.157,429
2022-08-31,0,0,0,0,429,430.6,116,96,83,66,58,120.3,98.4,87,80.1,44.7,0.212,0.184,0.211,419
2022-09-01,0,0,0,1,419,427.3,119,110,82,74,63,119.9,98.1,84.4,78.6,46.3,0.158,0.146,0.161,448
2022-09-02,0,1,0,0,448,428,107,85,73,58,47,118.7,99.6,84,77.9,47.9,0.205,0.197,0.174,370
2022-09-03,1,0,0,0,370,416.6,109,91,66,73,25,117,97,79.9,74.7,48,0.191,0.207,0.171,364
2022-09-04,1,0,0,0,364,415.6,99,76,57,65,41,116.6,98.9,79.3,73,47.9,0.201,0.159,0.197,338
2022-09-05,0,0,0,0,338,405.3,109,104,86,69,50,112.6,96.1,77.4,70.6,48.6,0.25,0.198,0.208,418
2022-09-06,0,0,0,0,418,398,122,92,92,60,51,110.6,95.1,76,67.7,48.6,0.192,0.203,0.199,417
2022-09-07,0,0,1,0,417,396.3,139,104,106,70,49,111.6,93.4,77,66.4,47.9,0.215,0.179,0.16,468
2022-09-08,0,0,0,0,468,403.3,118,101,78,64,42,114.9,94.6,80.3,67,46.6,0.225,0.186,0.211,403
2022-09-09,0,0,0,0,403,396.9,112,91,77,68,51,114.7,93.3,79.7,65.6,43.6,0.182,0.172,0.156,399
2022-09-10,1,0,0,0,399,401,95,77,63,65,23,115.4,94.1,80.3,67,44.1,0.145,0.168,0.221,323
2022-09-11,1,0,0,0,323,395.1,90,66,56,70,23,113.4,92.1,79.9,65.9,43.9,0.218,0.213,0.213,305
2022-09-12,0,0,0,0,305,390.4,90,82,71,60,52,112.1,90.7,79.7,66.6,41.3,0.256,0.177,0.176,355
2022-09-13,0,0,0,0,355,381.4,112,90,76,70,56,109.4,87.6,77.6,65.3,41.6,0.168,0.156,0.159,404
2022-09-14,0,0,0,0,404,379.6,104,90,66,59,51,108,87.3,75.3,66.7,42.3,0.197,0.159,0.255,370
2022-09-15,0,1,0,0,370,365.6,103,96,74,66,43,103,85.3,69.6,65.1,42.6,0.222,0.151,0.163,382
2022-09-16,0,1,0,0,382,362.6,103,80,76,68,51,100.9,84.6,69,65.4,42.7,0.183,0.177,0.16,378
2022-09-17,1,0,0,0,378,359.6,91,78,53,61,26,99.6,83,68.9,65.4,42.7,0.192,0.157,0.146,309
2022-09-18,1,0,0,1,309,357.6,103,77,54,67,34,99,83.1,67.4,64.9,43.1,0.188,0.153,0.207,335
2022-09-19,0,0,0,0,335,361.9,111,82,66,58,51,100.9,84.7,67.1,64.4,44.7,0.158,0.182,0.125,368
2022-09-20,0,0,0,0,368,363.7,97,78,63,58,33,103.9,84.7,66.4,64.1,44.6,0.233,0.175,0.179,329
2022-09-21,0,1,0,0,329,353,93,81,83,63,45,101.7,83,64.6,62.4,41.3,0.214,0.212,0.123,365
2022-09-22,0,0,0,0,365,352.3,125,91,83,68,35,100.1,81.7,67,63,40.4,0.263,0.158,0.122,402
2022-09-23,0,0,0,0,402,355.1,97,87,82,58,47,103.3,81,68.3,63.3,39.3,0.173,0.165,0.213,371
2022-09-24,1,0,0,0,371,354.1,91,71,48,61,25,102.4,82,69.1,61.9,38.7,0.205,0.167,0.149,296
2022-09-25,1,0,0,0,296,352.3,82,70,47,72,29,102.4,81,68.4,61.9,38.6,0.193,0.176,0.166,300
2022-09-26,0,1,0,0,300,347.3,87,79,74,57,51,99.4,80,67.4,62.6,37.9,0.174,0.198,0.203,348
2022-09-27,0,1,0,0,348,344.4,110,71,78,54,50,96,79.6,68.6,62.4,37.9,0.14,0.167,0.197,363
2022-09-28,0,0,0,0,363,349.3,95,81,76,58,54,97.9,78.6,70.7,61.9,40.3,0.174,0.152,0.252,364
2022-09-29,0,0,0,0,364,349.1,97,72,62,52,47,98.1,78.6,69.7,61.1,41.6,0.171,0.145,0.193,330
2022-09-30,0,0,0,0,330,338.9,96,74,67,63,41,94.1,75.9,66.7,58.9,43.3,0.176,0.185,0.151,341
2022-10-01,1,0,0,0,341,334.6,107,72,58,77,29,94,74,64.6,59.6,42.4,0.208,0.15,0.203,343
2022-10-02,1,0,0,1,343,341.3,109,81,56,65,29,96.3,74.1,66,61.9,43,0.161,0.14,0.114,340
2022-10-03,0,0,0,0,340,347,104,80,77,62,47,100.1,75.7,67.3,60.9,43,0.232,0.166,0.128,370
2022-10-04,0,0,0,0,370,350.1,97,80,66,55,49,102.6,75.9,67.7,61.6,42.4,0.212,0.169,0.189,347
2022-10-05,0,0,0,0,347,347.9,104,85,86,55,36,100.7,77.1,66,61.7,42.3,0.183,0.191,0.24,366
2022-10-06,0,0,0,0,366,348.1,118,105,97,78,45,102,77.7,67.4,61.3,39.7,0.204,0.169,0.25,443
2022-10-07,0,0,0,0,443,364.3,117,88,81,84,56,105,82.4,72.4,65,39.4,0.186,0.172,0.196,426
2022-10-08,1,0,0,0,426,376.4,102,85,70,67,36,108,84.4,74.4,68,41.6,0.178,0.186,0.132,360
2022-10-09,1,0,0,1,360,378.9,112,85,68,71,26,107.3,86.3,76.1,66.6,42.6,0.192,0.167,0.09,362
2022-10-10,0,0,0,0,362,382,126,96,81,70,50,107.7,86.9,77.9,67.4,42.1,0.142,0.166,0.192,423
2022-10-11,0,0,0,0,423,389.6,114,83,75,52,38,110.9,89.1,78.4,68.6,42.6,0.186,0.186,0.204,362
2022-10-12,0,0,1,0,362,391.7,142,104,96,77,64,113.3,89.6,79.7,68.1,41,0.183,0.17,0.202,483
2022-10-13,0,0,0,0,483,408.4,124,105,96,66,48,118.7,92.3,81.1,71.3,45,0.28,0.179,0.141,439
2022-10-14,0,0,0,0,439,407.9,123,114,96,86,47,119.6,92.3,81,69.6,45.4,0.177,0.159,0.172,466
2022-10-15,1,0,0,1,466,413.6,125,105,71,84,40,120.4,96,83.1,69.9,44.1,0.159,0.2,0.203,425
2022-10-16,1,0,0,0,425,422.9,105,87,61,69,37,123.7,98.9,83.3,72.3,44.7,0.191,0.172,0.156,359
2022-10-17,0,0,0,1,359,422.4,145,107,96,80,72,122.7,99.1,82.3,72,46.3,0.163,0.15,0.162,500
2022-10-18,0,0,0,0,500,433.4,143,112,102,85,50,125.4,100.7,84.4,73.4,49.4,0.207,0.175,0.222,492
2022-10-19,0,0,0,1,492,452,150,128,114,91,71,129.6,104.9,88.3,78.1,51.1,0.19,0.177,0.161,554
2022-10-20,0,0,0,0,554,462.1,145,97,112,71,55,130.7,108.3,90.9,80.1,52.1,0.204,0.139,0.171,480
2022-10-21,0,0,1,0,480,468,154,123,97,94,71,133.7,107.1,93.1,80.9,53.1,0.201,0.151,0.2,539
2022-10-22,1,0,0,1,539,478.4,147,105,89,109,34,138.1,108.4,93.3,82,56.6,0.174,0.163,0.184,484
2022-10-23,1,0,0,0,484,486.9,152,87,71,91,33,141.3,108.4,95.9,85.6,55.7,0.216,0.176,0.167,434
2022-10-24,0,0,0,0,434,497.6,125,115,94,83,64,148,108.4,97.3,88.7,55.1,0.203,0.177,0.144,481
2022-10-25,0,0,0,0,481,494.9,150,120,115,76,47,145.1,109.6,97,89.1,54,0.22,0.191,0.186,508
2022-10-26,0,0,0,0,508,497.1,125,105,87,72,52,146.1,110.7,98.9,87.9,53.6,0.183,0.178,0.133,441
2022-10-27,0,0,0,0,441,481,123,94,81,60,52,142.6,107.4,95,85.1,50.9,0.184,0.184,0.198,410
2022-10-28,0,0,0,0,410,471,133,108,88,70,62,139.4,107,90.6,83.6,50.4,0.212,0.174,0.135,461
2022-10-29,1,0,0,0,461,459.9,126,92,68,85,43,136.4,104.9,89.3,80.1,49.1,0.2,0.181,0.138,414
2022-10-30,1,0,0,0,414,449.9,114,84,63,74,35,133.4,103,86.3,76.7,50.4,0.132,0.149,0.211,370
2022-10-31,0,0,0,0,370,440.7,111,92,73,60,39,128,102.6,85.1,74.3,50.7,0.19,0.167,0.137,375
2022-11-01,0,0,0,0,375,425.6,128,95,84,70,60,126,99.3,82.1,71,47.1,0.151,0.16,0.144,437
2022-11-02,0,0,0,0,437,415.4,114,82,87,61,51,122.9,95.7,77.7,70.1,49,0.205,0.173,0.174,395
2022-11-03,0,0,0,0,395,408.9,119,83,84,74,53,121.3,92.4,77.7,68.6,48.9,0.134,0.14,0.193,413
2022-11-04,0,0,0,0,413,409.3,122,99,89,89,55,120.7,90.9,78.1,70.6,49,0.217,0.169,0.149,454
2022-11-05,1,0,0,0,454,408.3,128,103,68,82,36,119.1,89.6,78.3,73.3,48,0.224,0.185,0.116,417
2022-11-06,1,0,0,0,417,408.7,122,89,65,83,28,119.4,91.1,78.3,72.9,47,0.199,0.151,0.205,387
2022-11-07,0,0,0,0,387,411.1,116,93,89,74,53,120.6,91.9,78.6,74.1,46,0.177,0.152,0.133,425
2022-11-08,0,0,0,0,425,418.3,143,122,84,78,47,121.3,92,80.9,76.1,48,0.211,0.196,0.195,474
2022-11-09,0,0,0,0,474,423.6,125,105,78,68,54,123.4,95.9,80.9,77.3,46.1,0.202,0.164,0.152,430
2022-11-10,0,0,0,0,430,428.6,143,106,77,76,63,125,99.1,79.6,78.3,46.6,0.227,0.175,0.209,465
2022-11-11,0,0,0,0,465,436,136,113,95,94,60,128.4,102.4,78.6,78.6,48,0.217,0.196,0.14,498
2022-11-12,1,0,0,0,498,442.3,152,106,83,95,35,130.4,104.4,79.4,79.3,48.7,0.204,0.188,0.141,471
2022-11-13,1,0,0,0,471,450,128,83,76,78,43,133.9,104.9,81.6,81.1,48.6,0.248,0.182,0.177,408
2022-11-14,0,0,0,1,408,453,152,124,129,99,74,134.7,104,83.1,80.4,50.7,0.216,0.14,0.151,578
2022-11-15,0,0,0,0,578,474.9,147,116,86,83,53,139.9,108.4,88.9,84,53.7,0.149,0.187,0.142,485
2022-11-16,0,0,0,0,485,476.4,144,128,101,91,58,140.4,107.6,89.1,84.7,54.6,0.227,0.179,0.217,522
2022-11-17,0,0,0,0,522,489.6,144,113,107,91,57,143.1,110.9,92.4,88,55.1,0.153,0.153,0.179,512
2022-11-18,0,0,0,0,512,496.3,157,114,99,93,46,143.3,111.9,96.7,90.1,54.3,0.185,0.21,0.261,509
2022-11-19,1,0,0,0,509,497.9,112,83,79,71,37,146.3,112,97.3,90,52.3,0.204,0.17,0.175,382
2022-11-20,1,0,0,0,382,485.1,131,104,61,79,34,140.6,108.7,96.7,86.6,52.6,0.214,0.179,0.206,409
2022-11-21,0,0,0,0,409,485.3,125,105,84,65,44,141,111.7,94.6,86.7,51.3,0.194,0.183,0.148,423
2022-11-22,0,0,0,0,423,463.1,148,120,108,70,54,137.1,109,88.1,81.9,47,0.2,0.196,0.193,500
2022-11-23,0,0,0,0,500,465.3,125,113,93,79,42,137.3,109.6,91.3,80,47.1,0.231,0.173,0.109,452
2022-11-24,0,0,0,0,452,455.3,141,108,103,82,47,134.6,107.4,90.1,78.3,44.9,0.193,0.177,0.172,481
2022-11-25,0,0,0,0,481,450.9,108,91,80,70,40,134.1,106.7,89.6,77,43.4,0.158,0.136,0.18,389
2022-11-26,1,0,0,0,389,433.7,115,85,57,79,41,127.1,103.4,86.9,73.7,42.6,0.263,0.162,0.147,377
2022-11-27,1,0,0,0,377,433,115,101,64,74,37,127.6,103.7,83.7,74.9,43.1,0.241,0.185,0.181,391
2022-11-28,0,0,0,0,391,430.4,138,110,95,77,57,125.3,103.3,84.1,74.1,43.6,0.204,0.19,0.151,477
2022-11-29,0,0,0,0,477,438.1,130,102,93,76,50,127.1,104,85.7,75.9,45.4,0.174,0.149,0.228,451
2022-11-30,0,0,0,0,451,431.1,121,96,78,83,48,124.6,101.4,83.6,76.7,44.9,0.215,0.199,0.149,426
2022-12-01,0,0,0,0,426,427.4,133,100,95,82,48,124,99,81.4,77.3,45.7,0.246,0.193,0.135,458
2022-12-02,0,0,0,0,458,424.1,153,123,93,86,66,122.9,97.9,80.3,77.3,45.9,0.226,0.19,0.167,521
2022-12-03,1,0,0,1,521,443,176,126,91,120,57,129.3,102.4,82.1,79.6,49.6,0.197,0.177,0.172,570
2022-12-04,1,0,0,0,570,470.6,154,131,87,108,42,138,108.3,87,85.4,51.9,0.192,0.187,0.201,522
2022-12-05,0,0,0,0,522,489.3,138,122,86,83,62,143.6,112.6,90.3,90.3,52.6,0.192,0.192,0.144,491
2022-12-06,0,0,0,0,491,491.3,137,115,86,73,67,143.6,114.3,89,91.1,53.3,0.235,0.162,0.147,478
2022-12-07,0,0,0,1,478,495.1,177,136,126,110,67,144.6,116.1,88,90.7,55.7,0.176,0.176,0.138,616
2022-12-08,0,0,0,0,616,522.3,181,143,136,101,60,152.6,121.9,94.9,94.6,58.4,0.187,0.178,0.173,621
2022-12-09,0,0,0,0,621,545.6,145,134,106,77,49,159.4,128,100.7,97.3,60.1,0.271,0.174,0.209,511
2022-12-10,1,1,0,0,511,544.1,147,115,79,96,50,158.3,129.6,102.6,96,57.7,0.203,0.144,0.202,487
2022-12-11,1,0,1,1,487,532.3,184,139,86,130,58,154.1,128,100.9,92.6,56.7,0.218,0.146,0.16,597
2022-12-12,0,0,0,0,597,543,153,131,116,98,63,158.4,129.1,100.7,95.7,59,0.152,0.169,0.108,561
2022-12-13,0,0,0,0,561,553,156,127,114,91,83,160.6,130.4,105,97.9,59.1,0.202,0.181,0.19,571
2022-12-14,0,1,1,0,571,566.3,193,151,141,112,87,163.3,132.1,109,100.4,61.4,0.189,0.181,0.258,684
2022-12-15,0,0,0,0,684,576,150,136,125,109,74,165.6,134.3,111.1,100.7,64.3,0.169,0.17,0.199,594
2022-12-16,0,0,0,0,594,572.1,160,120,128,131,75,161.1,133.3,109.6,101.9,66.3,0.211,0.157,0.181,614
2022-12-17,1,0,0,0,614,586.9,124,97,69,76,33,163.3,131.3,112.7,109.6,70,0.225,0.16,0.137,399
2022-12-18,1,0,0,1,399,574.3,163,142,101,110,54,160,128.7,111.3,106.7,67.6,0.16,0.162,0.167,570
2022-12-19,0,0,0,0,570,570.4,181,141,126,115,74,157,129.1,113.4,103.9,67,0.211,0.163,0.142,637
2022-12-20,0,0,0,0,637,581.3,163,133,122,105,63,161,130.6,114.9,106.3,68.6,0.235,0.169,0.142,586
2022-12-21,0,0,0,0,586,583.4,148,140,110,86,62,162,131.4,116,108.3,65.7,0.177,0.189,0.171,546
2022-12-22,0,0,0,0,546,563.7,142,114,106,85,60,155.6,129.9,111.6,104.6,62.1,0.17,0.16,0.126,507
2022-12-23,0,0,1,0,507,551.3,224,179,157,106,74,154.4,126.7,108.9,101.1,60.1,0.211,0.199,0.198,740
2022-12-24,1,0,0,0,740,569.3,171,129,108,129,45,163.6,135.1,113,97.6,60,0.22,0.191,0.236,582
2022-12-25,1,0,0,0,582,595.4,160,129,94,105,61,170.3,139.7,118.6,105.1,61.7,0.17,0.192,0.165,549
2022-12-26,0,0,0,0,549,592.4,178,137,111,95,57,169.9,137.9,117.6,104.4,62.7,0.168,0.187,0.217,578
2022-12-27,0,1,0,0,578,584,168,129,129,99,89,169.4,137.3,115.4,101.6,60.3,0.239,0.177,0.187,614
2022-12-28,0,0,0,0,614,588,192,141,153,119,87,170.1,136.7,116.4,100.7,64,0.192,0.185,0.155,692
2022-12-29,0,0,0,0,692,608.9,175,121,137,93,74,176.4,136.9,122.6,105.4,67.6,0.206,0.152,0.204,600
2022-12-30,0,0,0,0,600,622.1,160,165,126,113,82,181.1,137.9,127,106.6,69.6,0.214,0.213,0.204,646
2022-12-31,1,0,1,0,646,608.7,171,158,113,111,52,172,135.9,122.6,107.6,70.7,0.202,0.17,0.172,605
2023-01-01,1,0,0,0,605,612,119,90,69,91,36,172,140,123.3,105,71.7,0.2,0.164,0.135,405
2023-01-02,0,0,0,0,405,591.4,137,106,84,89,53,166.1,134.4,119.7,103,68.1,0.128,0.137,0.192,469
2023-01-03,0,0,0,0,469,575.9,148,118,110,81,74,160.3,130,115.9,102.1,67.6,0.147,0.154,0.145,531
2023-01-04,0,0,0,0,531,564,130,109,88,66,62,157.4,128.4,113.1,99.6,65.4,0.218,0.173,0.191,455
2023-01-05,0,0,0,0,455,530.1,131,121,102,60,53,148.6,123.9,103.9,92,61.9,0.193,0.181,0.162,467
2023-01-06,0,0,0,0,467,511.1,136,114,96,93,56,142.3,123.9,98.9,87.3,58.9,0.204,0.189,0.16,495
2023-01-07,1,0,0,1,495,489.6,140,108,89,102,54,138.9,116.6,94.6,84.4,55.1,0.235,0.147,0.224,493
2023-01-08,1,0,0,0,493,473.6,100,67,47,62,34,134.4,109.4,91.1,83.1,55.4,0.198,0.178,0.137,310
2023-01-09,0,0,0,0,310,460,113,95,87,65,55,131.7,106.1,88,79,55.1,0.163,0.195,0.175,415
2023-01-10,0,0,0,0,415,452.3,113,99,96,73,61,128.3,104.6,88.4,75.6,55.4,0.173,0.177,0.162,442
2023-01-11,0,0,0,0,442,439.6,118,77,77,65,49,123.3,101.9,86.4,74.4,53.6,0.187,0.172,0.205,386
2023-01-12,0,0,0,0,386,429.7,108,96,73,65,49,121.6,97.3,84.9,74.3,51.7,0.159,0.185,0.176,391
2023-01-13,0,0,0,0,391,418.9,118,93,79,62,51,118.3,93.7,80.7,75,51.1,0.22,0.185,0.173,403
2023-01-14,1,0,0,0,403,405.7,120,82,64,79,30,115.7,90.7,78.3,70.6,50.4,0.216,0.191,0.151,375
2023-01-15,1,0,0,0,375,388.9,101,74,61,68,26,112.9,87,74.7,67.3,47,0.189,0.164,0.152,330
2023-01-16,0,0,0,0,330,391.7,114,92,97,78,44,113,88,76.7,68.1,45.9,0.173,0.175,0.23,425
2023-01-17,0,0,0,0,425,393.1,103,103,76,71,54,113.1,87.6,78.1,70,44.3,0.188,0.18,0.167,407
2023-01-18,0,0,0,0,407,388.1,115,99,85,72,46,111.7,88.1,75.3,69.7,43.3,0.205,0.145,0.175,417
2023-01-19,0,0,0,0,417,392.6,112,85,81,71,61,111.3,91.3,76.4,70.7,42.9,0.168,0.185,0.168,410
2023-01-20,0,0,0,0,410,395.3,96,82,73,52,47,111.9,89.7,77.6,71.6,44.6,0.174,0.204,0.138,350
2023-01-21,1,1,0,1,350,387.7,125,83,70,77,37,108.7,88.1,76.7,70.1,44,0.219,0.178,0.173,392
2023-01-22,1,1,0,0,392,390.1,108,81,58,71,33,109.4,88.3,77.6,69.9,45,0.214,0.162,0.19,351
2023-01-23,0,0,0,0,351,393.1,126,111,83,68,33,110.4,89.3,77.1,70.3,46,0.182,0.165,0.147,421
2023-01-24,0,0,1,0,421,392.6,142,131,98,79,77,112.1,92,75.1,68.9,44.4,0.195,0.182,0.2,527
2023-01-25,0,0,0,0,527,409.7,111,98,95,65,55,117.7,96,78.3,70,47.7,0.219,0.156,0.181,424
2023-01-26,0,0,0,0,424,410.7,119,93,92,64,49,117.1,95.9,79.7,69,49,0.167,0.164,0.146,417
2023-01-27,0,0,0,0,417,411.7,116,91,101,75,40,118.1,97,81.3,68,47.3,0.133,0.154,0.192,423
2023-01-28,1,0,0,0,423,422.1,115,85,71,87,41,121,98.3,85.3,71.3,46.3,0.209,0.189,0.161,399
2023-01-29,1,0,0,0,399,423.1,118,79,61,76,36,119.6,98.6,85.4,72.7,46.9,0.207,0.157,0.189,370
2023-01-30,0,0,0,0,370,425.9,137,105,87,94,53,121,98.3,85.9,73.4,47.3,0.298,0.163,0.144,476
2023-01-31,0,0,0,0,476,433.7,111,90,76,69,44,122.6,97.4,86.4,77.1,50.1,0.219,0.159,0.134,390
2023-02-01,0,0,0,0,390,414.1,125,108,87,75,54,118.1,91.6,83.3,75.7,45.4,0.203,0.193,0.176,449
2023-02-02,0,0,0,0,449,417.7,136,102,96,77,58,120.1,93,82.1,77.1,45.3,0.218,0.181,0.167,469
2023-02-03,0,0,0,0,469,425.1,109,103,95,84,64,122.6,94.3,82.7,79,46.6,0.208,0.181,0.152,455
2023-02-04,1,0,0,1,455,429.7,120,81,86,86,37,121.6,96,81.9,80.3,50,0.212,0.147,0.24,410
2023-02-05,1,0,0,0,410,431.3,117,86,59,70,37,122.3,95.4,84,80.1,49.4,0.155,0.171,0.225,369
2023-02-06,0,0,0,1,369,431.1,157,153,104,95,60,122.1,96.4,83.7,79.3,49.6,0.23,0.152,0.127,569
2023-02-07,0,0,0,1,569,444.4,152,122,123,88,58,125,103.3,86.1,79.4,50.6,0.19,0.175,0.159,543
2023-02-08,0,0,0,1,543,466.3,135,101,99,87,49,130.9,107.9,92.9,82.1,52.6,0.152,0.173,0.179,471
2023-02-09,0,0,0,0,471,469.4,122,90,99,74,51,132.3,106.9,94.6,83.9,51.9,0.198,0.205,0.134,436
2023-02-10,0,0,0,1,436,464.7,151,107,106,80,67,130.3,105.1,95,83.4,50.9,0.211,0.202,0.163,511
2023-02-11,1,0,0,1,511,472.7,146,110,78,118,50,136.3,105.7,96.6,82.9,51.3,0.157,0.162,0.162,502
2023-02-12,1,0,0,1,502,485.9,133,94,75,85,50,140,109.9,95.4,87.4,53.1,0.204,0.194,0.171,437
2023-02-13,0,0,0,1,437,495.6,176,139,124,97,72,142.3,111,97.7,89.6,55,0.222,0.181,0.107,608
2023-02-14,0,0,0,1,608,501.1,164,142,115,111,75,145,109,100.6,89.9,56.7,0.23,0.166,0.173,607
2023-02-15,0,0,0,0,607,510.3,157,127,104,78,57,146.7,111.9,99.4,93.1,59.1,0.204,0.21,0.19,523
2023-02-16,0,0,0,1,523,517.7,145,107,100,82,68,149.9,115.6,100.1,91.9,60.3,0.225,0.196,0.161,502
2023-02-17,0,0,1,1,502,527.1,173,157,124,109,80,153.1,118,100.3,93,62.7,0.206,0.189,0.196,643
2023-02-18,1,0,0,1,643,546,173,129,87,111,51,156.3,125.1,102.9,97.1,64.6,0.196,0.186,0.213,551
2023-02-19,1,0,0,0,551,553,132,108,75,93,41,160.1,127.9,104.1,96.1,64.7,0.167,0.2,0.192,449
2023-02-20,0,0,0,0,449,554.7,117,99,99,72,56,160,129.9,104.1,97.3,63.4,0.194,0.159,0.205,443
2023-02-21,0,0,0,0,443,531.1,145,120,111,97,66,151.6,124.1,100.6,93.7,61.1,0.237,0.175,0.158,539
2023-02-22,0,0,0,1,539,521.4,159,125,111,72,70,148.9,121,100,91.7,59.9,0.18,0.17,0.234,537
2023-02-23,0,0,0,0,537,523.4,145,111,94,71,64,149.1,120.7,101,90.9,61.7,0.218,0.164,0.227,485
2023-02-24,0,0,0,0,485,521,127,123,116,86,62,149.1,121.3,100.1,89.3,61.1,0.179,0.178,0.202,514
2023-02-25,1,0,0,0,514,502.6,132,101,87,93,46,142.6,116.4,99,86,58.6,0.201,0.141,0.193,459
2023-02-26,1,0,0,0,459,489.4,96,74,55,70,29,136.7,112.4,99,83.4,57.9,0.219,0.185,0.164,324
2023-02-27,0,0,0,0,324,471.6,129,94,90,74,56,131.6,107.6,96.1,80.1,56.1,0.204,0.164,0.189,443
2023-02-28,0,0,0,0,443,471.6,127,101,102,69,60,133.3,106.9,94.9,80.4,56.1,0.23,0.165,0.174,459
2023-03-01,0,0,1,1,459,460.1,204,160,124,110,86,130.7,104.1,93.6,76.4,55.3,0.141,0.164,0.173,684
2023-03-02,0,0,0,0,684,481.1,145,133,112,90,86,137.1,109.1,95.4,81.9,57.6,0.168,0.167,0.151,566
2023-03-03,0,0,0,1,566,492.7,182,145,104,106,77,137.1,112.3,98,84.6,60.7,0.171,0.185,0.134,614
2023-03-04,1,0,0,0,614,507,142,119,80,104,35,145,115.4,96.3,87.4,62.9,0.21,0.164,0.186,480
2023-03-05,1,0,0,0,480,510,126,95,63,90,39,146.4,118,95.3,89,61.3,0.203,0.166,0.134,413
2023-03-06,0,0,0,0,413,522.7,134,107,91,99,57,150.7,121,96.4,91.9,62.7,0.158,0.191,0.138,488
2023-03-07,0,0,0,0,488,529.1,158,110,112,91,61,151.4,122.9,96.6,95.4,62.9,0.193,0.17,0.14,532
2023-03-08,0,0,1,0,532,539.6,190,162,139,98,81,155.9,124.1,98,98.6,63,0.218,0.162,0.161,670
2023-03-09,0,0,0,0,670,537.6,147,136,101,99,78,153.9,124.4,100.1,96.9,62.3,0.166,0.169,0.14,561
2023-03-10,0,0,0,1,561,536.9,134,111,88,77,52,154.1,124.9,98.6,98.1,61.1,0.201,0.194,0.173,462
2023-03-11,1,0,0,0,462,515.1,148,106,88,84,42,147.3,120,96.3,94,57.6,0.183,0.182,0.179,468
2023-03-12,1,0,0,0,468,513.4,111,92,72,81,38,148.1,118.1,97.4,91.1,58.6,0.215,0.18,0.138,394
